name	taxonomy_id	taxonomy_lvl	C10_S21_S._num	C10_S21_S._frac	C1_S12_S._num	C1_S12_S._frac	C2_S13_S._num	C2_S13_S._frac	C3_S14_S._num	C3_S14_S._frac	C4_S15_S._num	C4_S15_S._frac	C5_S16_S._num	C5_S16_S._frac	C6_S17_S._num	C6_S17_S._frac	C7_S18_S._num	C7_S18_S._frac	C9_S20_S._num	C9_S20_S._frac	Post_Cntl_S._num	Post_Cntl_S._frac	S10_S11_S._num	S10_S11_S._frac	S1_S2_S._num	S1_S2_S._frac	S2_S3_S._num	S2_S3_S._frac	S3_S4_S._num	S3_S4_S._frac	S4_S5_S._num	S4_S5_S._frac	S5_S6_S._num	S5_S6_S._frac	S6_S7_S._num	S6_S7_S._frac	S7_S8_S._num	S7_S8_S._frac	S8_S9_S._num	S8_S9_S._frac	S9_S10_S._num	S9_S10_S._frac
Thermomonas brevis	215691	S	324	0.00002	261	0.00001	227	0.00002	158	0.00002	167	0.00002	194	0.00002	176	0.00001	294	0.00002	413	0.00002	0	0.00000	300	0.00002	241	0.00001	246	0.00002	379	0.00001	165	0.00001	17473	0.00031	81	0.00001	295	0.00002	119	0.00001	155	0.00001
Thermomonas paludicola	2884874	S	293	0.00002	167	0.00001	169	0.00001	142	0.00002	144	0.00001	166	0.00002	127	0.00001	170	0.00001	368	0.00001	0	0.00000	389	0.00002	343	0.00001	234	0.00002	448	0.00001	135	0.00001	11298	0.00020	128	0.00002	185	0.00001	298	0.00002	172	0.00002
Thermomonas carbonis	1463158	S	276	0.00002	191	0.00001	173	0.00001	132	0.00001	160	0.00002	138	0.00001	131	0.00001	178	0.00001	398	0.00002	0	0.00000	325	0.00002	190	0.00001	163	0.00001	309	0.00001	109	0.00001	62171	0.00111	126	0.00002	272	0.00002	141	0.00001	102	0.00001
Thermomonas aquatica	2202149	S	232	0.00001	210	0.00001	214	0.00002	130	0.00001	192	0.00002	192	0.00002	126	0.00001	219	0.00001	340	0.00001	0	0.00000	254	0.00001	288	0.00001	242	0.00002	406	0.00001	161	0.00001	29059	0.00052	106	0.00001	406	0.00003	166	0.00001	155	0.00001
Xylella fastidiosa	2371	S	682	0.00004	393	0.00002	394	0.00003	248	0.00003	288	0.00003	255	0.00003	355	0.00002	379	0.00003	895	0.00004	18	0.00000	491	0.00003	207	0.00001	305	0.00002	295	0.00001	220	0.00002	1138	0.00002	176	0.00002	561	0.00004	349	0.00003	187	0.00002
Xylella taiwanensis	1444770	S	149	0.00001	211	0.00001	150	0.00001	86	0.00001	110	0.00001	165	0.00002	153	0.00001	161	0.00001	195	0.00001	0	0.00000	332	0.00002	855	0.00003	144	0.00001	718	0.00002	115	0.00001	436	0.00001	134	0.00002	287	0.00002	236	0.00002	119	0.00001
Marilutibacter maris	1605891	S	243	0.00001	220	0.00001	208	0.00002	178	0.00002	209	0.00002	196	0.00002	158	0.00001	244	0.00002	302	0.00001	0	0.00000	315	0.00002	453	0.00002	411	0.00003	678	0.00002	318	0.00003	8552	0.00015	114	0.00002	405	0.00003	181	0.00001	257	0.00002
Marilutibacter alkalisoli	2591633	S	227	0.00001	226	0.00001	186	0.00002	149	0.00002	132	0.00001	170	0.00002	117	0.00001	194	0.00001	313	0.00001	0	0.00000	219	0.00001	256	0.00001	154	0.00001	318	0.00001	126	0.00001	7481	0.00013	81	0.00001	299	0.00002	133	0.00001	119	0.00001
Agrilutibacter solisilvae	2763317	S	257	0.00002	319	0.00002	314	0.00003	232	0.00003	209	0.00002	263	0.00003	258	0.00002	254	0.00002	298	0.00001	0	0.00000	307	0.00002	359	0.00001	306	0.00002	475	0.00001	222	0.00002	9292	0.00017	148	0.00002	363	0.00003	222	0.00002	215	0.00002
Agrilutibacter terrestris	2865112	S	207	0.00001	195	0.00001	219	0.00002	162	0.00002	141	0.00001	187	0.00002	197	0.00001	197	0.00001	276	0.00001	69	0.00000	364	0.00002	268	0.00001	392	0.00003	419	0.00001	272	0.00002	8476	0.00015	110	0.00001	260	0.00002	263	0.00002	300	0.00003
Novilysobacter luteus	2822368	S	292	0.00002	223	0.00001	218	0.00002	173	0.00002	179	0.00002	191	0.00002	164	0.00001	219	0.00001	395	0.00002	0	0.00000	183	0.00001	252	0.00001	188	0.00001	345	0.00001	145	0.00001	10971	0.00020	72	0.00001	318	0.00002	130	0.00001	131	0.00001
Novilysobacter ciconiae	2781022	S	224	0.00001	201	0.00001	194	0.00002	164	0.00002	160	0.00002	149	0.00002	143	0.00001	167	0.00001	248	0.00001	0	0.00000	346	0.00002	757	0.00003	437	0.00003	852	0.00002	320	0.00003	5487	0.00010	163	0.00002	501	0.00004	162	0.00001	263	0.00002
Novilysobacter avium	2781023	S	619	0.00004	752	0.00004	378	0.00003	233	0.00003	499	0.00005	401	0.00004	453	0.00003	561	0.00004	1041	0.00004	0	0.00000	726	0.00004	736	0.00003	1215	0.00008	992	0.00003	751	0.00007	12383	0.00022	384	0.00005	706	0.00005	432	0.00004	834	0.00007
Solilutibacter oculi	2698682	S	244	0.00001	179	0.00001	190	0.00002	131	0.00001	168	0.00002	188	0.00002	145	0.00001	192	0.00001	295	0.00001	0	0.00000	294	0.00002	305	0.00001	182	0.00001	425	0.00001	100	0.00001	8027	0.00014	124	0.00002	230	0.00002	223	0.00002	143	0.00001
Arenimonas daejeonensis	370777	S	217	0.00001	261	0.00001	238	0.00002	191	0.00002	238	0.00002	241	0.00003	211	0.00001	273	0.00002	298	0.00001	0	0.00000	334	0.00002	270	0.00001	263	0.00002	325	0.00001	223	0.00002	8325	0.00015	128	0.00002	479	0.00003	220	0.00002	192	0.00002
Pseudoluteimonas lycopersici	1324796	S	185	0.00001	165	0.00001	157	0.00001	110	0.00001	140	0.00001	135	0.00001	136	0.00001	160	0.00001	267	0.00001	0	0.00000	207	0.00001	363	0.00001	109	0.00001	500	0.00001	89	0.00001	15127	0.00027	75	0.00001	308	0.00002	67	0.00001	104	0.00001
Dyella sp. M7H15-1	2501295	S	362	0.00002	288	0.00001	253	0.00002	177	0.00002	216	0.00002	200	0.00002	221	0.00001	249	0.00002	465	0.00002	615	0.00001	229	0.00001	469	0.00002	152	0.00001	538	0.00002	125	0.00001	823	0.00001	80	0.00001	263	0.00002	191	0.00002	154	0.00001
Dyella sp. BiH032	3075430	S	289	0.00002	370	0.00002	368	0.00003	232	0.00003	274	0.00003	311	0.00003	256	0.00002	397	0.00003	360	0.00001	0	0.00000	310	0.00002	322	0.00001	451	0.00003	452	0.00001	288	0.00003	2993	0.00005	153	0.00002	487	0.00004	404	0.00003	365	0.00003
Dyella sp. GSA-30	2994496	S	192	0.00001	360	0.00002	242	0.00002	175	0.00002	228	0.00002	205	0.00002	206	0.00001	304	0.00002	290	0.00001	0	0.00000	395	0.00002	347	0.00001	337	0.00002	475	0.00001	225	0.00002	1919	0.00003	139	0.00002	560	0.00004	198	0.00002	248	0.00002
Dyella sp. 20L07	3384240	S	180	0.00001	340	0.00002	278	0.00002	195	0.00002	182	0.00002	184	0.00002	182	0.00001	259	0.00002	237	0.00001	0	0.00000	336	0.00002	712	0.00003	172	0.00001	1026	0.00003	130	0.00001	1238	0.00002	119	0.00002	357	0.00003	173	0.00001	115	0.00001
Dyella sp. KULCS107	3422216	S	137	0.00001	263	0.00001	234	0.00002	178	0.00002	197	0.00002	217	0.00002	228	0.00001	258	0.00002	199	0.00001	0	0.00000	460	0.00002	452	0.00002	395	0.00003	664	0.00002	328	0.00003	3218	0.00006	168	0.00002	463	0.00003	264	0.00002	303	0.00003
Dyella acidisoli	1867834	S	480	0.00003	265	0.00001	202	0.00002	172	0.00002	177	0.00002	190	0.00002	188	0.00001	285	0.00002	662	0.00003	0	0.00000	249	0.00001	366	0.00001	273	0.00002	476	0.00001	205	0.00002	1368	0.00002	71	0.00001	344	0.00003	144	0.00001	179	0.00002
Dyella marensis	500610	S	423	0.00002	403	0.00002	321	0.00003	248	0.00003	279	0.00003	307	0.00003	235	0.00001	383	0.00003	455	0.00002	34	0.00000	455	0.00002	684	0.00003	469	0.00003	1004	0.00003	296	0.00003	3891	0.00007	165	0.00002	451	0.00003	185	0.00002	321	0.00003
Dyella telluris	2763498	S	267	0.00002	352	0.00002	343	0.00003	234	0.00003	323	0.00003	318	0.00003	341	0.00002	402	0.00003	401	0.00002	0	0.00000	332	0.00002	503	0.00002	418	0.00003	671	0.00002	315	0.00003	2108	0.00004	141	0.00002	506	0.00004	222	0.00002	287	0.00003
Dyella halodurans	1920171	S	241	0.00001	340	0.00002	243	0.00002	192	0.00002	219	0.00002	218	0.00002	169	0.00001	257	0.00002	229	0.00001	0	0.00000	257	0.00001	579	0.00002	253	0.00002	861	0.00002	174	0.00002	2222	0.00004	113	0.00002	341	0.00002	328	0.00003	127	0.00001
Dyella nitratireducens	1849580	S	211	0.00001	270	0.00001	256	0.00002	163	0.00002	243	0.00002	245	0.00003	272	0.00002	281	0.00002	262	0.00001	0	0.00000	465	0.00002	262	0.00001	259	0.00002	373	0.00001	202	0.00002	1482	0.00003	184	0.00002	343	0.00002	245	0.00002	190	0.00002
Dyella terrae	522259	S	203	0.00001	292	0.00001	297	0.00003	248	0.00003	252	0.00002	225	0.00002	287	0.00002	295	0.00002	307	0.00001	0	0.00000	299	0.00002	400	0.00002	285	0.00002	499	0.00001	191	0.00002	1677	0.00003	109	0.00001	343	0.00002	238	0.00002	177	0.00002
Dyella thiooxydans	445710	S	217	0.00001	380	0.00002	372	0.00003	275	0.00003	312	0.00003	371	0.00004	234	0.00001	323	0.00002	280	0.00001	0	0.00000	461	0.00002	443	0.00002	322	0.00002	548	0.00002	234	0.00002	3491	0.00006	170	0.00002	380	0.00003	234	0.00002	208	0.00002
Dyella caseinilytica	1849581	S	164	0.00001	244	0.00001	243	0.00002	163	0.00002	219	0.00002	221	0.00002	281	0.00002	291	0.00002	200	0.00001	0	0.00000	587	0.00003	192	0.00001	247	0.00002	304	0.00001	170	0.00002	1211	0.00002	200	0.00003	416	0.00003	298	0.00002	184	0.00002
Dyella kyungheensis	1242174	S	182	0.00001	301	0.00001	277	0.00002	188	0.00002	202	0.00002	215	0.00002	193	0.00001	274	0.00002	260	0.00001	0	0.00000	272	0.00001	375	0.00001	211	0.00001	573	0.00002	116	0.00001	2508	0.00004	93	0.00001	289	0.00002	110	0.00001	141	0.00001
Dyella japonica	231455	S	148	0.00001	306	0.00001	331	0.00003	222	0.00002	328	0.00003	262	0.00003	271	0.00002	383	0.00003	237	0.00001	0	0.00000	420	0.00002	383	0.00001	318	0.00002	556	0.00002	240	0.00002	2357	0.00004	162	0.00002	428	0.00003	196	0.00002	253	0.00002
Dyella aluminiiresistens	3069105	S	123	0.00001	250	0.00001	253	0.00002	181	0.00002	258	0.00002	225	0.00002	275	0.00002	265	0.00002	210	0.00001	0	0.00000	321	0.00002	381	0.00001	328	0.00002	500	0.00001	253	0.00002	2050	0.00004	112	0.00002	633	0.00005	263	0.00002	310	0.00003
Luteibacter sp. E-22	3404050	S	223	0.00001	272	0.00001	240	0.00002	190	0.00002	189	0.00002	249	0.00003	164	0.00001	239	0.00002	346	0.00001	0	0.00000	388	0.00002	205	0.00001	218	0.00001	287	0.00001	149	0.00001	2520	0.00005	125	0.00002	350	0.00003	206	0.00002	162	0.00001
Luteibacter sp. Lutesp34	3243030	S	140	0.00001	269	0.00001	311	0.00003	196	0.00002	234	0.00002	242	0.00003	217	0.00001	285	0.00002	192	0.00001	0	0.00000	393	0.00002	240	0.00001	379	0.00003	378	0.00001	324	0.00003	2491	0.00004	150	0.00002	415	0.00003	168	0.00001	361	0.00003
Luteibacter rhizovicinus	242606	S	322	0.00002	273	0.00001	277	0.00002	203	0.00002	236	0.00002	229	0.00002	244	0.00001	327	0.00002	373	0.00002	0	0.00000	416	0.00002	598	0.00002	368	0.00003	761	0.00002	216	0.00002	2445	0.00004	175	0.00002	288	0.00002	167	0.00001	255	0.00002
Luteibacter flocculans	2780091	S	214	0.00001	349	0.00002	313	0.00003	231	0.00003	274	0.00003	244	0.00003	271	0.00002	413	0.00003	263	0.00001	0	0.00000	305	0.00002	308	0.00001	376	0.00003	513	0.00001	265	0.00002	2281	0.00004	111	0.00001	295	0.00002	191	0.00002	242	0.00002
Luteibacter anthropi	564369	S	199	0.00001	343	0.00002	333	0.00003	197	0.00002	284	0.00003	290	0.00003	218	0.00001	350	0.00002	265	0.00001	0	0.00000	357	0.00002	391	0.00002	420	0.00003	506	0.00001	310	0.00003	2048	0.00004	116	0.00002	485	0.00004	272	0.00002	306	0.00003
Luteibacter aegosomatissinici	2911539	S	200	0.00001	284	0.00001	298	0.00003	198	0.00002	219	0.00002	281	0.00003	255	0.00002	320	0.00002	309	0.00001	0	0.00000	432	0.00002	333	0.00001	262	0.00002	443	0.00001	228	0.00002	1811	0.00003	150	0.00002	370	0.00003	206	0.00002	200	0.00002
Luteibacter aegosomatis	2911537	S	196	0.00001	293	0.00001	325	0.00003	228	0.00003	288	0.00003	283	0.00003	201	0.00001	311	0.00002	260	0.00001	0	0.00000	473	0.00002	935	0.00004	315	0.00002	1271	0.00004	216	0.00002	2806	0.00005	190	0.00003	337	0.00002	134	0.00001	219	0.00002
Luteibacter aegosomaticola	2911538	S	174	0.00001	317	0.00002	326	0.00003	233	0.00003	247	0.00002	270	0.00003	232	0.00001	299	0.00002	249	0.00001	0	0.00000	385	0.00002	275	0.00001	391	0.00003	347	0.00001	271	0.00002	2043	0.00004	152	0.00002	480	0.00003	165	0.00001	307	0.00003
Luteibacter pinisoli	2589080	S	163	0.00001	321	0.00002	248	0.00002	229	0.00003	235	0.00002	181	0.00002	261	0.00002	258	0.00002	273	0.00001	0	0.00000	410	0.00002	522	0.00002	322	0.00002	648	0.00002	214	0.00002	2480	0.00004	144	0.00002	445	0.00003	198	0.00002	239	0.00002
Rhodanobacter sp. AS-Z3	3031330	S	249	0.00001	195	0.00001	224	0.00002	143	0.00002	170	0.00002	143	0.00001	184	0.00001	189	0.00001	327	0.00001	0	0.00000	339	0.00002	109	0.00000	230	0.00002	188	0.00001	157	0.00001	3146	0.00006	133	0.00002	446	0.00003	161	0.00001	150	0.00001
Rhodanobacter sp. Col0626	3415679	S	181	0.00001	286	0.00001	302	0.00003	194	0.00002	242	0.00002	256	0.00003	237	0.00001	288	0.00002	234	0.00001	0	0.00000	383	0.00002	376	0.00001	261	0.00002	464	0.00001	149	0.00001	4556	0.00008	125	0.00002	323	0.00002	195	0.00002	180	0.00002
Rhodanobacter sp. FDAARGOS 1247	2778082	S	222	0.00001	268	0.00001	248	0.00002	223	0.00002	199	0.00002	271	0.00003	271	0.00002	344	0.00002	272	0.00001	0	0.00000	321	0.00002	490	0.00002	300	0.00002	794	0.00002	198	0.00002	12497	0.00022	152	0.00002	371	0.00003	150	0.00001	204	0.00002
Rhodanobacter sp. IGA1.0	3158582	S	165	0.00001	257	0.00001	257	0.00002	229	0.00003	179	0.00002	218	0.00002	201	0.00001	241	0.00002	241	0.00001	0	0.00000	230	0.00001	338	0.00001	260	0.00002	377	0.00001	182	0.00002	7646	0.00014	80	0.00001	285	0.00002	153	0.00001	182	0.00002
Rhodanobacter thiooxydans	416169	S	366	0.00002	521	0.00003	406	0.00003	301	0.00003	299	0.00003	428	0.00004	362	0.00002	521	0.00004	492	0.00002	0	0.00000	713	0.00004	916	0.00004	461	0.00003	1140	0.00003	347	0.00003	8139	0.00015	299	0.00004	586	0.00004	338	0.00003	362	0.00003
Rhodanobacter glycinis	582702	S	208	0.00001	225	0.00001	232	0.00002	136	0.00002	159	0.00002	185	0.00002	208	0.00001	229	0.00002	289	0.00001	0	0.00000	249	0.00001	660	0.00003	241	0.00002	999	0.00003	180	0.00002	2434	0.00004	126	0.00002	346	0.00003	180	0.00001	175	0.00002
Rhodanobacter denitrificans	666685	S	251	0.00001	398	0.00002	346	0.00003	292	0.00003	312	0.00003	281	0.00003	228	0.00001	396	0.00003	359	0.00001	0	0.00000	406	0.00002	371	0.00001	350	0.00002	594	0.00002	231	0.00002	6434	0.00012	178	0.00002	390	0.00003	452	0.00004	253	0.00002
Frateuria aurantia	81475	S	422	0.00002	775	0.00004	1150	0.00010	572	0.00006	697	0.00007	759	0.00008	641	0.00004	824	0.00006	761	0.00003	0	0.00000	771	0.00004	801	0.00003	577	0.00004	1109	0.00003	454	0.00004	1323	0.00002	321	0.00004	565	0.00004	565	0.00005	482	0.00004
Frateuria edaphi	2898793	S	170	0.00001	279	0.00001	257	0.00002	167	0.00002	188	0.00002	176	0.00002	217	0.00001	236	0.00002	263	0.00001	0	0.00000	315	0.00002	666	0.00003	2029	0.00014	868	0.00003	2253	0.00020	2837	0.00005	119	0.00002	299	0.00002	193	0.00002	2220	0.00020
Frateuria soli	1542730	S	141	0.00001	245	0.00001	217	0.00002	189	0.00002	190	0.00002	222	0.00002	238	0.00001	272	0.00002	212	0.00001	0	0.00000	433	0.00002	350	0.00001	411	0.00003	459	0.00001	207	0.00002	3259	0.00006	185	0.00002	647	0.00005	229	0.00002	243	0.00002
Tahibacter sp. UC22_41	3350178	S	263	0.00002	393	0.00002	381	0.00003	272	0.00003	305	0.00003	347	0.00004	306	0.00002	461	0.00003	334	0.00001	58	0.00000	407	0.00002	585	0.00002	383	0.00003	739	0.00002	266	0.00002	6559	0.00012	174	0.00002	486	0.00004	318	0.00003	245	0.00002
Tahibacter amnicola	2976241	S	225	0.00001	381	0.00002	410	0.00004	285	0.00003	315	0.00003	342	0.00004	410	0.00002	430	0.00003	289	0.00001	0	0.00000	647	0.00003	544	0.00002	461	0.00003	727	0.00002	310	0.00003	3176	0.00006	254	0.00003	574	0.00004	264	0.00002	314	0.00003
Pseudolysobacter antarcticus	2511995	S	255	0.00001	267	0.00001	273	0.00002	192	0.00002	209	0.00002	222	0.00002	221	0.00001	209	0.00001	364	0.00001	0	0.00000	240	0.00001	179	0.00001	221	0.00002	262	0.00001	161	0.00001	2186	0.00004	110	0.00001	342	0.00002	157	0.00001	145	0.00001
Dokdonella koreensis	323415	S	195	0.00001	317	0.00002	250	0.00002	209	0.00002	223	0.00002	244	0.00003	203	0.00001	303	0.00002	245	0.00001	0	0.00000	346	0.00002	492	0.00002	319	0.00002	753	0.00002	235	0.00002	8192	0.00015	122	0.00002	341	0.00002	234	0.00002	223	0.00002
Ahniella affigens	2021234	S	186	0.00001	444	0.00002	347	0.00003	247	0.00003	278	0.00003	281	0.00003	228	0.00001	312	0.00002	278	0.00001	0	0.00000	386	0.00002	536	0.00002	377	0.00003	686	0.00002	267	0.00002	1417	0.00003	145	0.00002	391	0.00003	142	0.00001	274	0.00002
Aerosticca soli	2010829	S	252	0.00001	307	0.00001	686	0.00006	403	0.00004	468	0.00004	574	0.00006	223	0.00001	535	0.00004	315	0.00001	12	0.00000	877	0.00005	840	0.00003	648	0.00004	1355	0.00004	354	0.00003	4155	0.00007	390	0.00005	959	0.00007	587	0.00005	468	0.00004
Marinicella sp. W31	3023713	S	809	0.00005	217	0.00001	180	0.00002	118	0.00001	168	0.00002	154	0.00002	394	0.00002	255	0.00002	943	0.00004	0	0.00000	309	0.00002	371	0.00001	282	0.00002	530	0.00002	152	0.00001	370	0.00001	123	0.00002	329	0.00002	176	0.00001	176	0.00002
Oceanisphaera profunda	1416627	S	18026	0.00106	509	0.00002	182	0.00002	353	0.00004	120	0.00001	150	0.00002	1444	0.00009	773	0.00005	30635	0.00123	0	0.00000	921	0.00005	130	0.00000	232	0.00002	161	0.00000	484	0.00004	258	0.00000	174	0.00002	234	0.00002	243	0.00002	134	0.00001
Oceanisphaera sp. IT1-181	3081199	S	7763	0.00046	465	0.00002	223	0.00002	220	0.00002	197	0.00002	169	0.00002	779	0.00005	448	0.00003	12750	0.00051	0	0.00000	528	0.00003	146	0.00001	189	0.00001	199	0.00001	261	0.00002	339	0.00001	96	0.00001	153	0.00001	71	0.00001	106	0.00001
Oceanisphaera avium	1903694	S	4742	0.00028	328	0.00002	132	0.00001	109	0.00001	128	0.00001	135	0.00001	365	0.00002	246	0.00002	6331	0.00025	26	0.00000	353	0.00002	171	0.00001	197	0.00001	218	0.00001	167	0.00001	380	0.00001	111	0.00001	252	0.00002	133	0.00001	144	0.00001
Aeromonas veronii	654	S	5997	0.00035	3243	0.00016	4196	0.00036	2638	0.00029	2833	0.00027	3620	0.00038	3173	0.00019	3809	0.00026	7429	0.00030	64486	0.00125	4850	0.00025	4177	0.00016	3743	0.00025	5661	0.00016	2490	0.00022	5909	0.00011	2098	0.00028	5005	0.00036	3677	0.00030	2694	0.00024
Aeromonas sp. CU5	2033033	S	532	0.00003	337	0.00002	230	0.00002	145	0.00002	181	0.00002	148	0.00002	158	0.00001	204	0.00001	600	0.00002	885	0.00002	404	0.00002	518	0.00002	158	0.00001	701	0.00002	155	0.00001	378	0.00001	144	0.00002	209	0.00002	118	0.00001	99	0.00001
Aeromonas sp. FDAARGOS 1419	2778068	S	308	0.00002	168	0.00001	60	0.00001	0	0.00000	57	0.00001	82	0.00001	112	0.00001	110	0.00001	258	0.00001	428	0.00001	46	0.00000	0	0.00000	95	0.00001	52	0.00000	81	0.00001	47	0.00000	0	0.00000	143	0.00001	0	0.00000	66	0.00001
Aeromonas sp. ASNIH4	1636609	S	476	0.00003	53	0.00000	0	0.00000	59	0.00001	0	0.00000	95	0.00001	63	0.00000	122	0.00001	603	0.00002	39530	0.00077	243	0.00001	0	0.00000	149	0.00001	0	0.00000	91	0.00001	364	0.00001	143	0.00002	262	0.00002	102	0.00001	87	0.00001
Aeromonas sp. FDAARGOS 1415	2778064	S	111	0.00001	219	0.00001	258	0.00002	156	0.00002	194	0.00002	212	0.00002	163	0.00001	228	0.00002	168	0.00001	1614	0.00003	246	0.00001	287	0.00001	202	0.00001	325	0.00001	139	0.00001	524	0.00001	90	0.00001	372	0.00003	147	0.00001	174	0.00002
Aeromonas sp. ASNIH3	1636608	S	3548	0.00021	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	5127	0.00021	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	637	0.00001	0	0.00000	1883	0.00014	0	0.00000	0	0.00000
Aeromonas sp. XH	3081770	S	72	0.00000	99	0.00000	137	0.00001	75	0.00001	96	0.00001	90	0.00001	72	0.00000	109	0.00001	101	0.00000	1617	0.00003	106	0.00001	122	0.00000	100	0.00001	150	0.00000	80	0.00001	199	0.00000	49	0.00001	181	0.00001	48	0.00000	47	0.00000
Aeromonas sp. CA23	2033032	S	74	0.00000	57	0.00000	79	0.00001	43	0.00000	59	0.00001	90	0.00001	61	0.00000	91	0.00001	100	0.00000	1025	0.00002	58	0.00000	54	0.00000	99	0.00001	71	0.00000	81	0.00001	100	0.00000	46	0.00001	154	0.00001	36	0.00000	74	0.00001
Aeromonas sp. DSM 116730	3115851	S	89	0.00001	74	0.00000	103	0.00001	45	0.00001	88	0.00001	94	0.00001	119	0.00001	205	0.00001	105	0.00000	689	0.00001	237	0.00001	845	0.00003	169	0.00001	1152	0.00003	119	0.00001	107	0.00000	85	0.00001	155	0.00001	80	0.00001	106	0.00001
Aeromonas sp. NJAU223	3115650	S	57	0.00000	168	0.00001	132	0.00001	100	0.00001	111	0.00001	138	0.00001	72	0.00000	92	0.00001	83	0.00000	637	0.00001	138	0.00001	209	0.00001	83	0.00001	188	0.00001	37	0.00000	274	0.00000	73	0.00001	110	0.00001	82	0.00001	55	0.00000
Aeromonas sp. FDAARGOS 1409	2778058	S	48	0.00000	151	0.00001	120	0.00001	99	0.00001	110	0.00001	95	0.00001	101	0.00001	132	0.00001	67	0.00000	1012	0.00002	115	0.00001	179	0.00001	104	0.00001	221	0.00001	75	0.00001	235	0.00000	69	0.00001	47	0.00000	93	0.00001	55	0.00000
Aeromonas sp. FDAARGOS 1405	2778054	S	69	0.00000	74	0.00000	133	0.00001	103	0.00001	59	0.00001	133	0.00001	57	0.00000	170	0.00001	86	0.00000	496	0.00001	49	0.00000	40	0.00000	37	0.00000	32	0.00000	52	0.00000	85	0.00000	0	0.00000	199	0.00001	0	0.00000	33	0.00000
Aeromonas sp. FDAARGOS 1417	2778066	S	70	0.00000	62	0.00000	47	0.00000	0	0.00000	32	0.00000	71	0.00001	42	0.00000	50	0.00000	97	0.00000	426	0.00001	32	0.00000	40	0.00000	34	0.00000	65	0.00000	0	0.00000	76	0.00000	0	0.00000	156	0.00001	55	0.00000	0	0.00000
Aeromonas sp. FDAARGOS 1416	2778065	S	64	0.00000	42	0.00000	38	0.00000	0	0.00000	28	0.00000	0	0.00000	44	0.00000	45	0.00000	143	0.00001	338	0.00001	149	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	93	0.00000	74	0.00001	49	0.00000	46	0.00000	30	0.00000
Aeromonas sp. WP2-W18-CRE-05	2675707	S	491	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	759	0.00003	5400	0.00010	851	0.00004	657	0.00003	0	0.00000	904	0.00003	0	0.00000	766	0.00001	0	0.00000	0	0.00000	595	0.00005	728	0.00006
Aeromonas sp. FDAARGOS 1402	2778051	S	413	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	568	0.00002	2821	0.00005	0	0.00000	560	0.00002	0	0.00000	441	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aeromonas sp. FDAARGOS 1407	2778056	S	41	0.00000	76	0.00000	125	0.00001	68	0.00001	54	0.00001	87	0.00001	98	0.00001	70	0.00000	89	0.00000	670	0.00001	229	0.00001	89	0.00000	193	0.00001	169	0.00000	146	0.00001	145	0.00000	138	0.00002	171	0.00001	132	0.00001	185	0.00002
Aeromonas sp. 19NY04SH05-1	2920537	S	90	0.00001	133	0.00001	100	0.00001	0	0.00000	0	0.00000	196	0.00002	0	0.00000	0	0.00000	131	0.00001	1147	0.00002	89	0.00000	0	0.00000	88	0.00001	0	0.00000	0	0.00000	206	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aeromonas sp. FDAARGOS 1414	2778063	S	33	0.00000	85	0.00000	0	0.00000	65	0.00001	0	0.00000	0	0.00000	0	0.00000	47	0.00000	28	0.00000	358	0.00001	240	0.00001	0	0.00000	128	0.00001	64	0.00000	120	0.00001	105	0.00000	120	0.00002	82	0.00001	0	0.00000	123	0.00001
Aeromonas sp. FDAARGOS 1404	2778053	S	46	0.00000	241	0.00001	114	0.00001	201	0.00002	88	0.00001	231	0.00002	98	0.00001	311	0.00002	127	0.00001	431	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	71	0.00000	0	0.00000	59	0.00000	0	0.00000	0	0.00000
Aeromonas sp. FDAARGOS 1406	2778055	S	69	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	84	0.00000	1186	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	92	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aeromonas sp. CD	3080830	S	19	0.00000	53	0.00000	32	0.00000	0	0.00000	24	0.00000	72	0.00001	0	0.00000	27	0.00000	37	0.00000	21671	0.00042	70	0.00000	66	0.00000	32	0.00000	39	0.00000	29	0.00000	71	0.00000	30	0.00000	25	0.00000	58	0.00000	0	0.00000
Aeromonas sp. A-8	3366579	S	23	0.00000	99	0.00000	92	0.00001	58	0.00001	54	0.00001	70	0.00001	81	0.00000	102	0.00001	30	0.00000	559	0.00001	47	0.00000	34	0.00000	54	0.00000	95	0.00000	0	0.00000	142	0.00000	0	0.00000	93	0.00001	55	0.00000	0	0.00000
