name	taxonomy_id	taxonomy_lvl	C10_S21_G._num	C10_S21_G._frac	C1_S12_G._num	C1_S12_G._frac	C2_S13_G._num	C2_S13_G._frac	C3_S14_G._num	C3_S14_G._frac	C4_S15_G._num	C4_S15_G._frac	C5_S16_G._num	C5_S16_G._frac	C6_S17_G._num	C6_S17_G._frac	C7_S18_G._num	C7_S18_G._frac	C9_S20_G._num	C9_S20_G._frac	Post_Cntl_G._num	Post_Cntl_G._frac	S10_S11_G._num	S10_S11_G._frac	S1_S2_G._num	S1_S2_G._frac	S2_S3_G._num	S2_S3_G._frac	S3_S4_G._num	S3_S4_G._frac	S4_S5_G._num	S4_S5_G._frac	S5_S6_G._num	S5_S6_G._frac	S6_S7_G._num	S6_S7_G._frac	S7_S8_G._num	S7_S8_G._frac	S8_S9_G._num	S8_S9_G._frac	S9_S10_G._num	S9_S10_G._frac
Arcticibacter	1288026	G	851	0.00005	1040	0.00005	1140	0.00010	706	0.00008	970	0.00009	819	0.00009	1287	0.00008	1309	0.00009	1299	0.00005	0	0.00000	1295	0.00007	961	0.00004	1397	0.00010	1258	0.00004	822	0.00007	2916	0.00005	568	0.00008	1013	0.00007	1045	0.00009	867	0.00008
Anseongella	1773450	G	705	0.00004	676	0.00003	589	0.00005	388	0.00004	566	0.00005	477	0.00005	566	0.00003	706	0.00005	1048	0.00004	0	0.00000	827	0.00004	808	0.00003	951	0.00006	1069	0.00003	649	0.00006	1592	0.00003	368	0.00005	868	0.00006	542	0.00004	754	0.00007
Aurantibacillus	3088889	G	920	0.00005	551	0.00003	502	0.00004	291	0.00003	420	0.00004	411	0.00004	693	0.00004	675	0.00005	1839	0.00007	0	0.00000	414	0.00002	448	0.00002	536	0.00004	639	0.00002	339	0.00003	1983	0.00004	164	0.00002	552	0.00004	383	0.00003	441	0.00004
Chitinophaga	79328	G	9949	0.00058	14393	0.00069	14649	0.00126	9964	0.00111	12136	0.00116	11614	0.00121	16715	0.00099	16507	0.00111	14563	0.00059	13	0.00000	22999	0.00121	19148	0.00074	17196	0.00117	25726	0.00074	11413	0.00101	36060	0.00064	9162	0.00123	18643	0.00135	17301	0.00141	12130	0.00108
Arachidicoccus	1769012	G	2352	0.00014	2094	0.00010	1978	0.00017	1291	0.00014	1656	0.00016	1576	0.00016	2518	0.00015	2402	0.00016	3634	0.00015	0	0.00000	2842	0.00015	2298	0.00009	2690	0.00018	3021	0.00009	1691	0.00015	5549	0.00010	1182	0.00016	3006	0.00022	1760	0.00014	2075	0.00018
Niabella	379899	G	2060	0.00012	2271	0.00011	2192	0.00019	1514	0.00017	1983	0.00019	1727	0.00018	2555	0.00015	2392	0.00016	3172	0.00013	0	0.00000	3200	0.00017	2469	0.00009	2471	0.00017	3139	0.00009	1481	0.00013	7299	0.00013	1303	0.00018	2519	0.00018	2006	0.00016	1671	0.00015
Mycovorax	3389990	G	2522	0.00015	741	0.00004	620	0.00005	436	0.00005	540	0.00005	553	0.00006	764	0.00005	769	0.00005	4526	0.00018	0	0.00000	1289	0.00007	404	0.00002	593	0.00004	519	0.00001	377	0.00003	2427	0.00004	548	0.00007	897	0.00007	956	0.00008	368	0.00003
Lacibacter	649461	G	1281	0.00008	1352	0.00007	1270	0.00011	757	0.00008	1036	0.00010	1066	0.00011	1635	0.00010	1475	0.00010	1731	0.00007	96	0.00000	1853	0.00010	1152	0.00004	1569	0.00011	1588	0.00005	1056	0.00009	4854	0.00009	733	0.00010	1515	0.00011	1394	0.00011	1203	0.00011
Ferruginibacter	1004303	G	1255	0.00007	891	0.00004	988	0.00009	606	0.00007	779	0.00007	664	0.00007	1078	0.00006	1179	0.00008	1933	0.00008	0	0.00000	1318	0.00007	1090	0.00004	904	0.00006	1318	0.00004	572	0.00005	6965	0.00012	552	0.00007	1169	0.00008	666	0.00005	654	0.00006
Flavisolibacter	398041	G	1237	0.00007	1347	0.00006	1568	0.00013	936	0.00010	1121	0.00011	1114	0.00012	1796	0.00011	1711	0.00012	1886	0.00008	0	0.00000	2319	0.00012	1069	0.00004	1621	0.00011	1504	0.00004	1137	0.00010	4832	0.00009	932	0.00013	1704	0.00012	1478	0.00012	1116	0.00010
Sediminibacterium	504481	G	1195	0.00007	1222	0.00006	1101	0.00009	668	0.00007	865	0.00008	852	0.00009	1177	0.00007	1307	0.00009	1890	0.00008	0	0.00000	1197	0.00006	561	0.00002	862	0.00006	796	0.00002	531	0.00005	3444	0.00006	492	0.00007	1047	0.00008	907	0.00007	632	0.00006
Paraflavitalea	2698688	G	1136	0.00007	1386	0.00007	1277	0.00011	938	0.00010	1159	0.00011	1044	0.00011	1526	0.00009	1634	0.00011	1511	0.00006	0	0.00000	1918	0.00010	931	0.00004	1282	0.00009	1271	0.00004	869	0.00008	5225	0.00009	736	0.00010	1516	0.00011	1116	0.00009	945	0.00008
Flavihumibacter	1004301	G	1059	0.00006	1342	0.00006	1299	0.00011	790	0.00009	1003	0.00010	1018	0.00011	1559	0.00009	1379	0.00009	1578	0.00006	0	0.00000	1924	0.00010	1259	0.00005	1604	0.00011	1621	0.00005	1109	0.00010	4007	0.00007	828	0.00011	1274	0.00009	1748	0.00014	1103	0.00010
Phnomibacter	2836216	G	950	0.00006	1256	0.00006	1271	0.00011	900	0.00010	1069	0.00010	922	0.00010	1451	0.00009	1488	0.00010	1411	0.00006	0	0.00000	2020	0.00011	984	0.00004	1219	0.00008	1441	0.00004	851	0.00008	4005	0.00007	755	0.00010	1753	0.00013	1630	0.00013	958	0.00009
Rhizosphaericola	3114547	G	778	0.00005	581	0.00003	573	0.00005	381	0.00004	499	0.00005	463	0.00005	731	0.00004	791	0.00005	1225	0.00005	0	0.00000	944	0.00005	686	0.00003	491	0.00003	894	0.00003	283	0.00003	1330	0.00002	356	0.00005	583	0.00004	618	0.00005	342	0.00003
Filimonas	649460	G	755	0.00004	627	0.00003	698	0.00006	503	0.00006	552	0.00005	549	0.00006	865	0.00005	798	0.00005	1025	0.00004	0	0.00000	835	0.00004	470	0.00002	1004	0.00007	635	0.00002	708	0.00006	2056	0.00004	367	0.00005	662	0.00005	789	0.00006	718	0.00006
Panacibacter	1874621	G	693	0.00004	618	0.00003	674	0.00006	410	0.00005	499	0.00005	466	0.00005	752	0.00004	766	0.00005	1106	0.00004	0	0.00000	753	0.00004	690	0.00003	536	0.00004	918	0.00003	326	0.00003	3031	0.00005	290	0.00004	664	0.00005	452	0.00004	401	0.00004
Pseudocnuella	2812019	G	580	0.00003	831	0.00004	762	0.00007	593	0.00007	690	0.00007	579	0.00006	808	0.00005	979	0.00007	832	0.00003	0	0.00000	1343	0.00007	1558	0.00006	908	0.00006	2003	0.00006	616	0.00005	3078	0.00006	567	0.00008	880	0.00006	759	0.00006	693	0.00006
Niastella	354354	G	563	0.00003	640	0.00003	702	0.00006	475	0.00005	694	0.00007	573	0.00006	885	0.00005	863	0.00006	899	0.00004	0	0.00000	919	0.00005	1226	0.00005	607	0.00004	1324	0.00004	356	0.00003	2857	0.00005	374	0.00005	993	0.00007	1056	0.00009	396	0.00004
Pseudobacter	1860196	G	555	0.00003	853	0.00004	919	0.00008	539	0.00006	665	0.00006	692	0.00007	937	0.00006	1002	0.00007	828	0.00003	0	0.00000	1580	0.00008	1025	0.00004	1070	0.00007	1437	0.00004	690	0.00006	2528	0.00005	613	0.00008	1111	0.00008	1218	0.00010	676	0.00006
Puia	2045098	G	423	0.00002	880	0.00004	989	0.00009	650	0.00007	724	0.00007	742	0.00008	1101	0.00006	951	0.00006	494	0.00002	0	0.00000	1611	0.00008	1094	0.00004	1081	0.00007	1457	0.00004	737	0.00007	2645	0.00005	654	0.00009	1005	0.00007	988	0.00008	771	0.00007
Thermoflavifilum	1649506	G	372	0.00002	663	0.00003	630	0.00005	416	0.00005	510	0.00005	469	0.00005	664	0.00004	736	0.00005	510	0.00002	0	0.00000	697	0.00004	1013	0.00004	734	0.00005	1413	0.00004	532	0.00005	1043	0.00002	272	0.00004	658	0.00005	710	0.00006	516	0.00005
Aureispira	365032	G	1442	0.00008	1112	0.00005	1059	0.00009	645	0.00007	902	0.00009	793	0.00008	1262	0.00007	1533	0.00010	2477	0.00010	0	0.00000	1399	0.00007	847	0.00003	963	0.00007	1189	0.00003	636	0.00006	1575	0.00003	572	0.00008	1236	0.00009	1015	0.00008	788	0.00007
Saprospira	1007	G	660	0.00004	1005	0.00005	965	0.00008	689	0.00008	796	0.00008	703	0.00007	1165	0.00007	1181	0.00008	1048	0.00004	0	0.00000	1744	0.00009	1468	0.00006	974	0.00007	1555	0.00004	732	0.00006	1492	0.00003	663	0.00009	1129	0.00008	941	0.00008	824	0.00007
Haliscomenobacter	2349	G	1025	0.00006	899	0.00004	918	0.00008	581	0.00006	686	0.00007	733	0.00008	1197	0.00007	1045	0.00007	1493	0.00006	0	0.00000	1471	0.00008	994	0.00004	893	0.00006	1318	0.00004	604	0.00005	2035	0.00004	574	0.00008	1157	0.00008	1093	0.00009	700	0.00006
Phaeodactylibacter	1564515	G	601	0.00004	1118	0.00005	1043	0.00009	668	0.00007	777	0.00007	828	0.00009	1115	0.00007	1269	0.00009	777	0.00003	0	0.00000	1640	0.00009	1473	0.00006	1133	0.00008	2022	0.00006	745	0.00007	2042	0.00004	664	0.00009	1480	0.00011	1334	0.00011	707	0.00006
Lewinella	70994	G	541	0.00003	586	0.00003	665	0.00006	450	0.00005	491	0.00005	468	0.00005	690	0.00004	839	0.00006	822	0.00003	0	0.00000	982	0.00005	391	0.00002	626	0.00004	565	0.00002	481	0.00004	1177	0.00002	455	0.00006	697	0.00005	395	0.00003	497	0.00004
Neolewinella	2993541	G	319	0.00002	715	0.00003	628	0.00005	464	0.00005	512	0.00005	524	0.00005	663	0.00004	715	0.00005	459	0.00002	0	0.00000	1077	0.00006	1541	0.00006	764	0.00005	2091	0.00006	489	0.00004	2187	0.00004	438	0.00006	1126	0.00008	687	0.00006	477	0.00004
Candidatus Sulfidibacterium	2923290	G	897	0.00005	981	0.00005	957	0.00008	597	0.00007	859	0.00008	721	0.00008	1226	0.00007	1111	0.00008	1263	0.00005	0	0.00000	1677	0.00009	1151	0.00004	788	0.00005	1417	0.00004	545	0.00005	1405	0.00003	662	0.00009	1139	0.00008	797	0.00006	603	0.00005
Pelodictyon	1099	G	639	0.00004	873	0.00004	957	0.00008	638	0.00007	760	0.00007	846	0.00009	898	0.00005	1106	0.00007	808	0.00003	0	0.00000	1526	0.00008	967	0.00004	1131	0.00008	1422	0.00004	755	0.00007	1513	0.00003	573	0.00008	1108	0.00008	1132	0.00009	828	0.00007
Chlorobium	1091	G	565	0.00003	1299	0.00006	1413	0.00012	907	0.00010	1110	0.00011	1039	0.00011	1380	0.00008	1398	0.00009	719	0.00003	0	0.00000	1823	0.00010	1965	0.00008	1677	0.00011	2647	0.00008	1169	0.00010	1912	0.00003	784	0.00011	1666	0.00012	1251	0.00010	1249	0.00011
Prosthecochloris	1101	G	1021	0.00006	2123	0.00010	2182	0.00019	1421	0.00016	1749	0.00017	1845	0.00019	2358	0.00014	2423	0.00016	1358	0.00005	0	0.00000	2797	0.00015	2294	0.00009	2442	0.00017	2970	0.00009	1622	0.00014	3568	0.00006	1089	0.00015	2662	0.00019	1949	0.00016	1885	0.00017
Chlorobaculum	256319	G	867	0.00005	1856	0.00009	1859	0.00016	1369	0.00015	1424	0.00014	1556	0.00016	1796	0.00011	2162	0.00015	1149	0.00005	0	0.00000	3070	0.00016	2835	0.00011	2446	0.00017	3799	0.00011	1695	0.00015	4083	0.00007	1182	0.00016	2662	0.00019	2215	0.00018	1884	0.00017
Chloroherpeton	100715	G	358	0.00002	356	0.00002	429	0.00004	275	0.00003	324	0.00003	310	0.00003	380	0.00002	425	0.00003	407	0.00002	0	0.00000	392	0.00002	550	0.00002	374	0.00003	685	0.00002	242	0.00002	786	0.00001	156	0.00002	445	0.00003	249	0.00002	220	0.00002
Rubrivirga	1434037	G	681	0.00004	1347	0.00006	1266	0.00011	859	0.00010	950	0.00009	1127	0.00012	893	0.00005	1405	0.00009	823	0.00003	0	0.00000	1327	0.00007	3877	0.00015	1437	0.00010	5149	0.00015	1020	0.00009	11588	0.00021	554	0.00007	1517	0.00011	1099	0.00009	1057	0.00009
Rhodothermus	29548	G	398	0.00002	1116	0.00005	1037	0.00009	704	0.00008	768	0.00007	849	0.00009	864	0.00005	1065	0.00007	519	0.00002	0	0.00000	1475	0.00008	1993	0.00008	1079	0.00007	2687	0.00008	755	0.00007	3159	0.00006	551	0.00007	1119	0.00008	864	0.00007	760	0.00007
Rhodocaloribacter	2893090	G	262	0.00002	687	0.00003	678	0.00006	461	0.00005	612	0.00006	617	0.00006	596	0.00004	758	0.00005	342	0.00001	0	0.00000	1032	0.00005	1091	0.00004	884	0.00006	1565	0.00005	630	0.00006	2368	0.00004	413	0.00006	909	0.00007	511	0.00004	637	0.00006
Salinibacter	146918	G	329	0.00002	562	0.00003	574	0.00005	404	0.00004	444	0.00004	483	0.00005	423	0.00002	533	0.00004	336	0.00001	0	0.00000	881	0.00005	851	0.00003	640	0.00004	1187	0.00003	484	0.00004	2169	0.00004	330	0.00004	903	0.00007	696	0.00006	435	0.00004
Ignavibacterium	795750	G	1031	0.00006	1215	0.00006	1189	0.00010	678	0.00008	917	0.00009	853	0.00009	1693	0.00010	1440	0.00010	1518	0.00006	11	0.00000	1543	0.00008	2886	0.00011	1360	0.00009	3059	0.00009	793	0.00007	1358	0.00002	650	0.00009	1429	0.00010	1010	0.00008	1111	0.00010
Melioribacter	1134403	G	209	0.00001	505	0.00002	509	0.00004	333	0.00004	409	0.00004	421	0.00004	527	0.00003	488	0.00003	294	0.00001	0	0.00000	795	0.00004	486	0.00002	771	0.00005	614	0.00002	419	0.00004	826	0.00001	318	0.00004	630	0.00005	428	0.00003	485	0.00004
Gracilimonas	649462	G	693	0.00004	749	0.00004	823	0.00007	526	0.00006	650	0.00006	661	0.00007	900	0.00005	830	0.00006	873	0.00004	0	0.00000	1111	0.00006	659	0.00003	1037	0.00007	863	0.00002	681	0.00006	1252	0.00002	444	0.00006	842	0.00006	674	0.00005	743	0.00007
Cyclonatronum	2489367	G	550	0.00003	629	0.00003	662	0.00006	480	0.00005	586	0.00006	584	0.00006	628	0.00004	656	0.00004	758	0.00003	0	0.00000	617	0.00003	762	0.00003	748	0.00005	1047	0.00003	438	0.00004	1063	0.00002	259	0.00003	1210	0.00009	695	0.00006	518	0.00005
Fibrobacter	832	G	3808	0.00022	8705	0.00042	6589	0.00057	1895	0.00021	2152	0.00021	2192	0.00023	17775	0.00105	6785	0.00046	2608	0.00010	0	0.00000	214317	0.01126	222773	0.00856	4960	0.00034	262263	0.00757	4096	0.00036	4420	0.00008	75139	0.01012	81931	0.00595	164192	0.01336	3771	0.00034
Gemmatimonas	173479	G	693	0.00004	1691	0.00008	1504	0.00013	1038	0.00012	1256	0.00012	1307	0.00014	1568	0.00009	1803	0.00012	978	0.00004	0	0.00000	2562	0.00013	2291	0.00009	1862	0.00013	3123	0.00009	1331	0.00012	9514	0.00017	1088	0.00015	1910	0.00014	1169	0.00010	1302	0.00012
Gemmatirosa	1706036	G	338	0.00002	648	0.00003	617	0.00005	532	0.00006	473	0.00005	603	0.00006	427	0.00003	801	0.00005	380	0.00002	0	0.00000	644	0.00003	862	0.00003	681	0.00005	1210	0.00003	475	0.00004	9656	0.00017	256	0.00003	781	0.00006	358	0.00003	503	0.00004
Pseudogemmatithrix	3237678	G	219	0.00001	468	0.00002	471	0.00004	383	0.00004	323	0.00003	446	0.00005	284	0.00002	510	0.00003	247	0.00001	0	0.00000	654	0.00003	865	0.00003	430	0.00003	1101	0.00003	256	0.00002	3321	0.00006	268	0.00004	474	0.00003	310	0.00003	334	0.00003
Candidatus Palauibacter	3056650	G	548	0.00003	1128	0.00005	1056	0.00009	776	0.00009	839	0.00008	940	0.00010	690	0.00004	1287	0.00009	702	0.00003	0	0.00000	1240	0.00007	1248	0.00005	1109	0.00008	1732	0.00005	753	0.00007	5437	0.00010	467	0.00006	1234	0.00009	637	0.00005	795	0.00007
Gaopeijia	3381669	G	215	0.00001	368	0.00002	362	0.00003	277	0.00003	263	0.00003	335	0.00003	295	0.00002	462	0.00003	253	0.00001	0	0.00000	388	0.00002	353	0.00001	388	0.00003	535	0.00002	278	0.00002	1891	0.00003	168	0.00002	640	0.00005	353	0.00003	299	0.00003
Candidatus Cloacimonas	456826	G	303	0.00002	372	0.00002	351	0.00003	255	0.00003	269	0.00003	253	0.00003	357	0.00002	346	0.00002	502	0.00002	0	0.00000	463	0.00002	435	0.00002	284	0.00002	553	0.00002	204	0.00002	399	0.00001	159	0.00002	267	0.00002	226	0.00002	262	0.00002
Fidelibacter	3377528	G	284	0.00002	429	0.00002	505	0.00004	282	0.00003	351	0.00003	365	0.00004	391	0.00002	458	0.00003	331	0.00001	0	0.00000	717	0.00004	545	0.00002	435	0.00003	763	0.00002	310	0.00003	591	0.00001	311	0.00004	375	0.00003	398	0.00003	345	0.00003
Aliarcobacter	2321111	G	33222	0.00195	18921	0.00091	6976	0.00060	3820	0.00043	4932	0.00047	5643	0.00059	8783	0.00052	8516	0.00058	45469	0.00183	84	0.00000	12311	0.00065	11913	0.00046	8011	0.00054	14652	0.00042	4579	0.00041	13833	0.00025	4867	0.00066	8766	0.00064	6425	0.00052	7180	0.00064
Arcobacter	28196	G	16531	0.00097	9744	0.00047	6746	0.00058	3995	0.00044	5163	0.00049	5426	0.00057	9516	0.00056	8213	0.00055	22385	0.00090	100	0.00000	12936	0.00068	8782	0.00034	7293	0.00050	11626	0.00034	4403	0.00039	23360	0.00042	5231	0.00070	8146	0.00059	5755	0.00047	6167	0.00055
Halarcobacter	2321115	G	3736	0.00022	2886	0.00014	2833	0.00024	1648	0.00018	2305	0.00022	2387	0.00025	4020	0.00024	3394	0.00023	4867	0.00020	0	0.00000	4825	0.00025	3623	0.00014	3009	0.00020	4893	0.00014	1881	0.00017	3409	0.00006	2001	0.00027	2932	0.00021	2306	0.00019	2672	0.00024
Malaciobacter	2321114	G	3807	0.00022	2921	0.00014	2844	0.00024	1729	0.00019	2126	0.00020	2345	0.00024	3497	0.00021	3249	0.00022	5254	0.00021	0	0.00000	4868	0.00026	4275	0.00016	3046	0.00021	5165	0.00015	1821	0.00016	3698	0.00007	1925	0.00026	2922	0.00021	2631	0.00021	2553	0.00023
Poseidonibacter	2321187	G	1847	0.00011	1196	0.00006	1301	0.00011	707	0.00008	1019	0.00010	1000	0.00010	1596	0.00009	1312	0.00009	2051	0.00008	0	0.00000	2339	0.00012	1325	0.00005	1594	0.00011	1783	0.00005	1299	0.00012	1373	0.00002	864	0.00012	1215	0.00009	1447	0.00012	1721	0.00015
Candidatus Marinarcus	2321204	G	308	0.00002	238	0.00001	248	0.00002	140	0.00002	220	0.00002	215	0.00002	279	0.00002	272	0.00002	417	0.00002	0	0.00000	572	0.00003	442	0.00002	219	0.00001	610	0.00002	151	0.00001	366	0.00001	238	0.00003	277	0.00002	176	0.00001	178	0.00002
Campylobacter	194	G	21679	0.00127	17631	0.00085	19690	0.00169	11931	0.00133	15994	0.00153	16298	0.00170	34582	0.00204	33149	0.00224	24340	0.00098	387	0.00001	212779	0.01117	33366	0.00128	74595	0.00507	45543	0.00132	40768	0.00361	38948	0.00070	107903	0.01453	39658	0.00288	43162	0.00351	52578	0.00467
Sulfurimonas	202746	G	10895	0.00064	6663	0.00032	6875	0.00059	4146	0.00046	5332	0.00051	5319	0.00055	7551	0.00045	7247	0.00049	10215	0.00041	11	0.00000	10151	0.00053	8680	0.00033	7189	0.00049	11278	0.00033	4754	0.00042	9034	0.00016	4086	0.00055	8082	0.00059	5149	0.00042	5701	0.00051
Sulfuricurvum	286130	G	306	0.00002	475	0.00002	466	0.00004	333	0.00004	372	0.00004	393	0.00004	606	0.00004	517	0.00003	485	0.00002	0	0.00000	753	0.00004	278	0.00001	586	0.00004	357	0.00001	450	0.00004	755	0.00001	323	0.00004	394	0.00003	296	0.00002	483	0.00004
Helicobacter	209	G	4360	0.00026	5268	0.00025	5218	0.00045	3403	0.00038	4138	0.00040	4340	0.00045	6272	0.00037	5699	0.00038	5535	0.00022	45	0.00000	11108	0.00058	9951	0.00038	6692	0.00046	13248	0.00038	3992	0.00035	7108	0.00013	5650	0.00076	5614	0.00041	4814	0.00039	5212	0.00046
Wolinella	843	G	253	0.00001	216	0.00001	217	0.00002	134	0.00001	188	0.00002	196	0.00002	212	0.00001	231	0.00002	341	0.00001	0	0.00000	204	0.00001	138	0.00001	186	0.00001	200	0.00001	119	0.00001	197	0.00000	77	0.00001	204	0.00001	159	0.00001	136	0.00001
Sulfurospirillum	57665	G	2322	0.00014	1986	0.00010	2209	0.00019	1337	0.00015	1658	0.00016	1592	0.00017	2296	0.00014	2145	0.00014	3152	0.00013	0	0.00000	3878	0.00020	2168	0.00008	2150	0.00015	3157	0.00009	1416	0.00013	2499	0.00004	1472	0.00020	2289	0.00017	1975	0.00016	1682	0.00015
Sulfurovum	265570	G	1245	0.00007	2055	0.00010	2248	0.00019	1473	0.00016	1691	0.00016	1855	0.00019	2255	0.00013	2101	0.00014	1637	0.00007	0	0.00000	2540	0.00013	1739	0.00007	1953	0.00013	2270	0.00007	1225	0.00011	2689	0.00005	1004	0.00014	1998	0.00015	1367	0.00011	1436	0.00013
Nitratifractor	269260	G	208	0.00001	628	0.00003	575	0.00005	461	0.00005	443	0.00004	558	0.00006	422	0.00002	532	0.00004	299	0.00001	31	0.00000	544	0.00003	479	0.00002	408	0.00003	640	0.00002	298	0.00003	1477	0.00003	217	0.00003	517	0.00004	269	0.00002	342	0.00003
Hydrogenimonas	223785	G	771	0.00005	1460	0.00007	1644	0.00014	1007	0.00011	1256	0.00012	1175	0.00012	1441	0.00009	1636	0.00011	1002	0.00004	0	0.00000	2313	0.00012	2134	0.00008	1541	0.00010	2797	0.00008	1053	0.00009	2252	0.00004	898	0.00012	1856	0.00013	1388	0.00011	1174	0.00010
Nitrosophilus	2795692	G	764	0.00004	1055	0.00005	1211	0.00010	718	0.00008	998	0.00010	897	0.00009	1656	0.00010	1210	0.00008	951	0.00004	0	0.00000	1570	0.00008	1120	0.00004	1054	0.00007	1544	0.00004	697	0.00006	1212	0.00002	625	0.00008	1026	0.00007	841	0.00007	851	0.00008
Nitratiruptor	269258	G	643	0.00004	918	0.00004	800	0.00007	539	0.00006	730	0.00007	655	0.00007	1015	0.00006	1033	0.00007	791	0.00003	0	0.00000	1367	0.00007	853	0.00003	798	0.00005	1120	0.00003	541	0.00005	1132	0.00002	511	0.00007	922	0.00007	803	0.00007	614	0.00005
Nautilia	191291	G	603	0.00004	693	0.00003	746	0.00006	469	0.00005	673	0.00006	689	0.00007	862	0.00005	892	0.00006	788	0.00003	0	0.00000	910	0.00005	764	0.00003	757	0.00005	952	0.00003	509	0.00005	879	0.00002	409	0.00006	810	0.00006	527	0.00004	604	0.00005
Caminibacter	191301	G	466	0.00003	743	0.00004	776	0.00007	487	0.00005	569	0.00005	717	0.00007	938	0.00006	938	0.00006	724	0.00003	0	0.00000	1109	0.00006	1327	0.00005	899	0.00006	1717	0.00005	496	0.00004	919	0.00002	493	0.00007	834	0.00006	576	0.00005	696	0.00006
Hippea	84404	G	191	0.00001	289	0.00001	307	0.00003	192	0.00002	225	0.00002	280	0.00003	350	0.00002	364	0.00002	253	0.00001	0	0.00000	452	0.00002	336	0.00001	380	0.00003	419	0.00001	236	0.00002	357	0.00001	224	0.00003	278	0.00002	221	0.00002	293	0.00003
Desulfovibrio	872	G	5501	0.00032	14812	0.00071	16946	0.00146	10575	0.00118	13111	0.00125	15494	0.00161	14390	0.00085	18085	0.00122	6866	0.00028	0	0.00000	31425	0.00165	73447	0.00282	56287	0.00383	107263	0.00310	41264	0.00366	37567	0.00067	11642	0.00157	51475	0.00374	62108	0.00505	38738	0.00344
Mailhella	1981028	G	5160	0.00030	17842	0.00086	23377	0.00201	11279	0.00126	14904	0.00142	17530	0.00183	22114	0.00131	26337	0.00178	7002	0.00028	0	0.00000	29330	0.00154	6948	0.00027	27529	0.00187	9641	0.00028	20558	0.00182	9897	0.00018	11549	0.00156	27373	0.00199	16769	0.00136	22257	0.00198
Pseudodesulfovibrio	2035811	G	4414	0.00026	11725	0.00056	13070	0.00112	8417	0.00094	9760	0.00093	11012	0.00115	9688	0.00057	12261	0.00083	5619	0.00023	0	0.00000	16183	0.00085	16118	0.00062	12837	0.00087	21348	0.00062	9339	0.00083	23049	0.00041	6583	0.00089	17576	0.00128	11234	0.00091	9849	0.00088
Maridesulfovibrio	2794998	G	3300	0.00019	7900	0.00038	8548	0.00074	5423	0.00060	6529	0.00062	6574	0.00068	7805	0.00046	8249	0.00056	4071	0.00016	0	0.00000	8739	0.00046	7711	0.00030	7108	0.00048	10677	0.00031	5079	0.00045	9075	0.00016	3469	0.00047	8488	0.00062	5643	0.00046	5454	0.00048
Nitratidesulfovibrio	2802295	G	1439	0.00008	2870	0.00014	5863	0.00050	2804	0.00031	3148	0.00030	4813	0.00050	2854	0.00017	4594	0.00031	1529	0.00006	0	0.00000	6357	0.00033	3656	0.00014	7449	0.00051	4828	0.00014	4189	0.00037	7718	0.00014	2574	0.00035	6489	0.00047	4011	0.00033	5383	0.00048
Solidesulfovibrio	2910984	G	1032	0.00006	2908	0.00014	3033	0.00026	2051	0.00023	2589	0.00025	2643	0.00028	2356	0.00014	3006	0.00020	1273	0.00005	0	0.00000	3842	0.00020	4324	0.00017	3558	0.00024	6122	0.00018	2553	0.00023	7680	0.00014	1454	0.00020	4046	0.00029	2528	0.00021	2663	0.00024
Bilophila	35832	G	513	0.00003	1710	0.00008	1761	0.00015	1078	0.00012	1252	0.00012	1503	0.00016	1450	0.00009	1992	0.00013	685	0.00003	0	0.00000	2261	0.00012	1339	0.00005	2083	0.00014	1876	0.00005	1480	0.00013	2724	0.00005	913	0.00012	2117	0.00015	1161	0.00009	1546	0.00014
Halodesulfovibrio	1912771	G	447	0.00003	652	0.00003	798	0.00007	449	0.00005	518	0.00005	605	0.00006	889	0.00005	736	0.00005	533	0.00002	0	0.00000	1098	0.00006	727	0.00003	598	0.00004	865	0.00002	439	0.00004	590	0.00001	439	0.00006	497	0.00004	446	0.00004	477	0.00004
Desulfolutivibrio	2773294	G	414	0.00002	1081	0.00005	1160	0.00010	824	0.00009	938	0.00009	995	0.00010	869	0.00005	1157	0.00008	563	0.00002	0	0.00000	1412	0.00007	2107	0.00008	1120	0.00008	2924	0.00008	873	0.00008	3138	0.00006	535	0.00007	1607	0.00012	1283	0.00010	911	0.00008
Oceanidesulfovibrio	2905722	G	356	0.00002	945	0.00005	1051	0.00009	696	0.00008	888	0.00008	850	0.00009	926	0.00005	1134	0.00008	441	0.00002	0	0.00000	1713	0.00009	1971	0.00008	1320	0.00009	2532	0.00007	1021	0.00009	2243	0.00004	745	0.00010	1610	0.00012	1078	0.00009	1028	0.00009
Salidesulfovibrio	2950010	G	351	0.00002	1082	0.00005	1023	0.00009	738	0.00008	882	0.00008	859	0.00009	855	0.00005	1187	0.00008	431	0.00002	0	0.00000	1561	0.00008	1883	0.00007	1233	0.00008	2636	0.00008	921	0.00008	2032	0.00004	607	0.00008	1357	0.00010	1033	0.00008	967	0.00009
Oleidesulfovibrio	2909705	G	603	0.00004	1519	0.00007	3446	0.00030	1495	0.00017	1712	0.00016	2858	0.00030	1551	0.00009	2375	0.00016	788	0.00003	0	0.00000	4254	0.00022	3651	0.00014	3932	0.00027	5110	0.00015	2136	0.00019	3579	0.00006	1616	0.00022	4761	0.00035	1901	0.00015	2984	0.00027
