name	taxonomy_id	taxonomy_lvl	C10_S21_F._num	C10_S21_F._frac	C1_S12_F._num	C1_S12_F._frac	C2_S13_F._num	C2_S13_F._frac	C3_S14_F._num	C3_S14_F._frac	C4_S15_F._num	C4_S15_F._frac	C5_S16_F._num	C5_S16_F._frac	C6_S17_F._num	C6_S17_F._frac	C7_S18_F._num	C7_S18_F._frac	C9_S20_F._num	C9_S20_F._frac	Post_Cntl_F._num	Post_Cntl_F._frac	S10_S11_F._num	S10_S11_F._frac	S1_S2_F._num	S1_S2_F._frac	S2_S3_F._num	S2_S3_F._frac	S3_S4_F._num	S3_S4_F._frac	S4_S5_F._num	S4_S5_F._frac	S5_S6_F._num	S5_S6_F._frac	S6_S7_F._num	S6_S7_F._frac	S7_S8_F._num	S7_S8_F._frac	S8_S9_F._num	S8_S9_F._frac	S9_S10_F._num	S9_S10_F._frac
Fidelibacteraceae	3377527	F	284	0.00002	429	0.00002	505	0.00004	282	0.00003	351	0.00003	365	0.00004	391	0.00002	458	0.00003	331	0.00001	0	0.00000	717	0.00004	545	0.00002	435	0.00003	763	0.00002	310	0.00003	591	0.00001	311	0.00004	375	0.00003	398	0.00003	345	0.00003
Arcobacteraceae	2808963	F	59453	0.00349	35908	0.00173	20951	0.00180	12042	0.00134	15768	0.00151	17019	0.00177	27693	0.00163	24957	0.00169	80445	0.00323	199	0.00000	37853	0.00199	30363	0.00117	23175	0.00158	38732	0.00112	14136	0.00125	46041	0.00082	15129	0.00204	24261	0.00176	18742	0.00152	20473	0.00182
Campylobacteraceae	72294	F	21679	0.00127	17631	0.00085	19690	0.00169	11931	0.00133	15994	0.00153	16298	0.00170	34582	0.00204	33149	0.00224	24340	0.00098	387	0.00001	212779	0.01117	33366	0.00128	74595	0.00507	45543	0.00132	40768	0.00361	38948	0.00070	107903	0.01453	39658	0.00288	43162	0.00351	52578	0.00467
Sulfurimonadaceae	2771471	F	11201	0.00066	7139	0.00034	7342	0.00063	4479	0.00050	5705	0.00055	5713	0.00059	8158	0.00048	7765	0.00052	10701	0.00043	11	0.00000	10905	0.00057	8958	0.00034	7776	0.00053	11636	0.00034	5204	0.00046	9790	0.00017	4409	0.00059	8476	0.00062	5445	0.00044	6185	0.00055
Helicobacteraceae	72293	F	4613	0.00027	5484	0.00026	5436	0.00047	3538	0.00039	4327	0.00041	4537	0.00047	6485	0.00038	5931	0.00040	5876	0.00024	46	0.00000	11313	0.00059	10089	0.00039	6879	0.00047	13448	0.00039	4111	0.00036	7305	0.00013	5727	0.00077	5818	0.00042	4974	0.00040	5348	0.00048
Sulfurospirillaceae	2932623	F	2322	0.00014	1986	0.00010	2209	0.00019	1337	0.00015	1658	0.00016	1592	0.00017	2296	0.00014	2145	0.00014	3152	0.00013	0	0.00000	3878	0.00020	2168	0.00008	2150	0.00015	3157	0.00009	1416	0.00013	2499	0.00004	1472	0.00020	2289	0.00017	1975	0.00016	1682	0.00015
Sulfurovaceae	2771472	F	1453	0.00009	2684	0.00013	2823	0.00024	1935	0.00022	2135	0.00020	2414	0.00025	2678	0.00016	2633	0.00018	1936	0.00008	31	0.00000	3084	0.00016	2218	0.00009	2361	0.00016	2910	0.00008	1524	0.00014	4166	0.00007	1221	0.00016	2516	0.00018	1637	0.00013	1778	0.00016
Hydrogenimonadaceae	292630	F	771	0.00005	1460	0.00007	1644	0.00014	1007	0.00011	1256	0.00012	1175	0.00012	1441	0.00009	1636	0.00011	1002	0.00004	0	0.00000	2313	0.00012	2134	0.00008	1541	0.00010	2797	0.00008	1053	0.00009	2252	0.00004	898	0.00012	1856	0.00013	1388	0.00011	1174	0.00010
Nitratiruptoraceae	2795691	F	1407	0.00008	1973	0.00010	2011	0.00017	1257	0.00014	1728	0.00017	1552	0.00016	2671	0.00016	2244	0.00015	1742	0.00007	0	0.00000	2938	0.00015	1974	0.00008	1852	0.00013	2665	0.00008	1238	0.00011	2345	0.00004	1137	0.00015	1949	0.00014	1645	0.00013	1465	0.00013
Nautiliaceae	224467	F	1069	0.00006	1437	0.00007	1523	0.00013	956	0.00011	1243	0.00012	1407	0.00015	1801	0.00011	1831	0.00012	1512	0.00006	0	0.00000	2019	0.00011	2092	0.00008	1656	0.00011	2670	0.00008	1006	0.00009	1799	0.00003	903	0.00012	1645	0.00012	1104	0.00009	1301	0.00012
Hippeaceae	3048035	F	191	0.00001	289	0.00001	307	0.00003	192	0.00002	225	0.00002	280	0.00003	350	0.00002	364	0.00002	253	0.00001	0	0.00000	452	0.00002	336	0.00001	380	0.00003	419	0.00001	236	0.00002	357	0.00001	224	0.00003	278	0.00002	221	0.00002	293	0.00003
Desulfovibrionaceae	194924	F	24786	0.00146	68255	0.00329	83384	0.00717	48072	0.00535	58865	0.00562	68525	0.00713	68889	0.00407	84561	0.00571	31585	0.00127	15	0.00000	112613	0.00591	129335	0.00497	128668	0.00875	182736	0.00528	92638	0.00821	114778	0.00205	44011	0.00593	131561	0.00955	112079	0.00912	95132	0.00845
Desulfomicrobiaceae	213116	F	1145	0.00007	2298	0.00011	2343	0.00020	1620	0.00018	1886	0.00018	1987	0.00021	2002	0.00012	2405	0.00016	1402	0.00006	0	0.00000	2785	0.00015	2814	0.00011	2496	0.00017	3930	0.00011	1792	0.00016	4677	0.00008	1093	0.00015	2874	0.00021	1823	0.00015	1899	0.00017
Desulfohalobiaceae	213117	F	197	0.00001	390	0.00002	367	0.00003	252	0.00003	374	0.00004	298	0.00003	297	0.00002	375	0.00003	232	0.00001	0	0.00000	443	0.00002	551	0.00002	321	0.00002	802	0.00002	295	0.00003	706	0.00001	162	0.00002	358	0.00003	202	0.00002	267	0.00002
Geobacteraceae	213422	F	6213	0.00036	15864	0.00076	17006	0.00146	11085	0.00123	13216	0.00126	14638	0.00152	12852	0.00076	16696	0.00113	7690	0.00031	0	0.00000	22036	0.00116	18489	0.00071	18081	0.00123	24705	0.00071	12797	0.00113	34195	0.00061	8735	0.00118	22466	0.00163	14537	0.00118	13683	0.00122
Desulfuromonadaceae	213421	F	3693	0.00022	5319	0.00026	7252	0.00062	4152	0.00046	4698	0.00045	6462	0.00067	4492	0.00027	6052	0.00041	4370	0.00018	0	0.00000	9043	0.00047	8197	0.00032	8131	0.00055	11093	0.00032	4914	0.00044	11436	0.00020	3629	0.00049	9993	0.00073	6445	0.00052	5904	0.00052
Syntrophotaleaceae	2812024	F	833	0.00005	2098	0.00010	2157	0.00019	1556	0.00017	1788	0.00017	1796	0.00019	2074	0.00012	2198	0.00015	1105	0.00004	0	0.00000	2416	0.00013	2434	0.00009	2239	0.00015	3213	0.00009	1529	0.00014	3368	0.00006	882	0.00012	2672	0.00019	2003	0.00016	1634	0.00015
Geoalkalibacteraceae	3031665	F	859	0.00005	2057	0.00010	2323	0.00020	1516	0.00017	1708	0.00016	2107	0.00022	1619	0.00010	2135	0.00014	1103	0.00004	12	0.00000	2675	0.00014	2764	0.00011	2798	0.00019	3619	0.00010	1894	0.00017	3950	0.00007	1108	0.00015	3406	0.00025	1860	0.00015	2008	0.00018
Desulfosarcinaceae	3031624	F	2157	0.00013	5389	0.00026	5591	0.00048	3758	0.00042	4958	0.00047	4492	0.00047	4713	0.00028	5413	0.00037	2781	0.00011	0	0.00000	6578	0.00035	7715	0.00030	5895	0.00040	10338	0.00030	4243	0.00038	10550	0.00019	2653	0.00036	8520	0.00062	5045	0.00041	4345	0.00039
Desulfobacteraceae	213119	F	2045	0.00012	3195	0.00015	3071	0.00026	2063	0.00023	2406	0.00023	2499	0.00026	2967	0.00018	3144	0.00021	2515	0.00010	0	0.00000	4177	0.00022	3572	0.00014	3378	0.00023	4870	0.00014	2355	0.00021	4029	0.00007	1673	0.00023	3686	0.00027	2614	0.00021	2545	0.00023
Desulfococcaceae	2931039	F	1111	0.00007	2514	0.00012	2551	0.00022	1562	0.00017	1799	0.00017	2022	0.00021	2478	0.00015	2516	0.00017	1459	0.00006	0	0.00000	2943	0.00015	2838	0.00011	2566	0.00017	3505	0.00010	1676	0.00015	4374	0.00008	1145	0.00015	3158	0.00023	1800	0.00015	1951	0.00017
Desulfolunaceae	3031622	F	487	0.00003	1614	0.00008	1921	0.00017	1211	0.00013	1515	0.00014	1451	0.00015	1431	0.00008	1779	0.00012	617	0.00002	0	0.00000	2092	0.00011	1536	0.00006	1723	0.00012	2108	0.00006	1171	0.00010	2069	0.00004	852	0.00011	2117	0.00015	1889	0.00015	1233	0.00011
Desulfatibacillaceae	3031627	F	452	0.00003	1364	0.00007	1428	0.00012	1034	0.00012	1170	0.00011	1134	0.00012	1137	0.00007	1398	0.00009	551	0.00002	0	0.00000	1819	0.00010	1505	0.00006	1776	0.00012	1975	0.00006	1373	0.00012	1838	0.00003	697	0.00009	1814	0.00013	1571	0.00013	1494	0.00013
Desulfosudaceae	2904715	F	284	0.00002	753	0.00004	736	0.00006	540	0.00006	590	0.00006	604	0.00006	681	0.00004	824	0.00006	425	0.00002	0	0.00000	1567	0.00008	1233	0.00005	979	0.00007	1588	0.00005	713	0.00006	1553	0.00003	605	0.00008	1190	0.00009	687	0.00006	726	0.00006
Desulfobulbaceae	213121	F	2046	0.00012	3935	0.00019	4362	0.00038	2919	0.00032	3425	0.00033	3836	0.00040	3775	0.00022	4060	0.00027	2497	0.00010	33	0.00000	6003	0.00032	6354	0.00024	5376	0.00037	8453	0.00024	3710	0.00033	7698	0.00014	2401	0.00032	6078	0.00044	3793	0.00031	3915	0.00035
Desulfocapsaceae	2886822	F	1644	0.00010	3340	0.00016	3238	0.00028	2135	0.00024	2590	0.00025	2682	0.00028	3086	0.00018	3229	0.00022	2169	0.00009	0	0.00000	4665	0.00024	4313	0.00017	3069	0.00021	5865	0.00017	2228	0.00020	4308	0.00008	1922	0.00026	3513	0.00026	3202	0.00026	2357	0.00021
Thermodesulfobacteriaceae	188711	F	724	0.00004	1377	0.00007	1427	0.00012	933	0.00010	1156	0.00011	1184	0.00012	1693	0.00010	1549	0.00010	1079	0.00004	0	0.00000	2881	0.00015	1780	0.00007	1752	0.00012	2312	0.00007	1189	0.00011	1792	0.00003	1089	0.00015	1756	0.00013	1244	0.00010	1340	0.00012
Thermodesulfatatoraceae	3031464	F	131	0.00001	268	0.00001	319	0.00003	191	0.00002	232	0.00002	210	0.00002	528	0.00003	305	0.00002	180	0.00001	0	0.00000	305	0.00002	295	0.00001	270	0.00002	405	0.00001	182	0.00002	352	0.00001	126	0.00002	322	0.00002	239	0.00002	229	0.00002
Desulfarculaceae	453228	F	916	0.00005	2564	0.00012	2578	0.00022	1867	0.00021	2325	0.00022	2097	0.00022	1735	0.00010	2239	0.00015	1120	0.00005	0	0.00000	2834	0.00015	3823	0.00015	2580	0.00018	5308	0.00015	1866	0.00017	5655	0.00010	1194	0.00016	3729	0.00027	2599	0.00021	1903	0.00017
Syntrophaceae	213468	F	450	0.00003	1364	0.00007	1418	0.00012	914	0.00010	1151	0.00011	1191	0.00012	966	0.00006	1324	0.00009	621	0.00002	0	0.00000	1588	0.00008	1372	0.00005	1303	0.00009	1783	0.00005	985	0.00009	2378	0.00004	586	0.00008	1749	0.00013	1052	0.00009	1001	0.00009
Syntrophobacteraceae	213465	F	453	0.00003	1259	0.00006	1262	0.00011	935	0.00010	993	0.00009	1197	0.00012	955	0.00006	1155	0.00008	537	0.00002	0	0.00000	1654	0.00009	1223	0.00005	1152	0.00008	1728	0.00005	733	0.00006	2533	0.00005	703	0.00009	1720	0.00012	1080	0.00009	888	0.00008
Desulfomonilaceae	3031658	F	225	0.00001	716	0.00003	671	0.00006	442	0.00005	676	0.00006	513	0.00005	570	0.00003	735	0.00005	346	0.00001	0	0.00000	847	0.00004	1084	0.00004	888	0.00006	1305	0.00004	588	0.00005	805	0.00001	330	0.00004	1419	0.00010	828	0.00007	616	0.00005
Desulfobaccaceae	3031656	F	191	0.00001	483	0.00002	538	0.00005	370	0.00004	515	0.00005	441	0.00005	455	0.00003	594	0.00004	247	0.00001	0	0.00000	566	0.00003	716	0.00003	631	0.00004	1046	0.00003	480	0.00004	951	0.00002	235	0.00003	770	0.00006	442	0.00004	441	0.00004
Candidatus Desulfofervidaceae	1902584	F	173	0.00001	226	0.00001	257	0.00002	147	0.00002	198	0.00002	186	0.00002	290	0.00002	268	0.00002	223	0.00001	0	0.00000	224	0.00001	455	0.00002	161	0.00001	607	0.00002	94	0.00001	508	0.00001	92	0.00001	220	0.00002	126	0.00001	162	0.00001
Sphaerochaetaceae	2791015	F	15651	0.00092	4770	0.00023	4437	0.00038	3015	0.00034	3664	0.00035	3786	0.00039	3912	0.00023	4461	0.00030	11527	0.00046	0	0.00000	4811	0.00025	6218	0.00024	4005	0.00027	8195	0.00024	3058	0.00027	6190	0.00011	1988	0.00027	5804	0.00042	3503	0.00028	2982	0.00026
Treponemataceae	2845253	F	13628	0.00080	29258	0.00141	31633	0.00272	19989	0.00222	25841	0.00247	25901	0.00270	96546	0.00570	47519	0.00321	17946	0.00072	13	0.00000	432730	0.02272	770452	0.02961	66310	0.00451	651969	0.01883	42873	0.00380	37105	0.00066	155606	0.02095	115505	0.00839	92413	0.00752	55126	0.00490
Borreliaceae	1643685	F	3443	0.00020	4440	0.00021	4375	0.00038	2723	0.00030	3718	0.00036	3675	0.00038	6481	0.00038	5346	0.00036	4564	0.00018	12	0.00000	9929	0.00052	8232	0.00032	6192	0.00042	9673	0.00028	3650	0.00032	5288	0.00009	4024	0.00054	5561	0.00040	4971	0.00040	4962	0.00044
Spirochaetaceae	137	F	3363	0.00020	6125	0.00030	6024	0.00052	4079	0.00045	5158	0.00049	4939	0.00051	7208	0.00043	6795	0.00046	3886	0.00016	0	0.00000	9585	0.00050	10110	0.00039	6545	0.00045	11728	0.00034	4565	0.00040	9081	0.00016	3601	0.00048	9015	0.00065	4872	0.00040	5224	0.00046
Breznakiellaceae	2951104	F	1527	0.00009	3759	0.00018	3508	0.00030	2570	0.00029	3291	0.00031	3022	0.00031	4155	0.00025	3617	0.00024	1709	0.00007	0	0.00000	5363	0.00028	8788	0.00034	3786	0.00026	9830	0.00028	2719	0.00024	4916	0.00009	2162	0.00029	6097	0.00044	2997	0.00024	2880	0.00026
Brachyspiraceae	143786	F	4649	0.00027	4864	0.00023	4997	0.00043	3401	0.00038	4029	0.00038	4123	0.00043	6712	0.00040	6118	0.00041	5299	0.00021	0	0.00000	8637	0.00045	7961	0.00031	5625	0.00038	9733	0.00028	3620	0.00032	5301	0.00009	3364	0.00045	5284	0.00038	4108	0.00033	4918	0.00044
Leptospiraceae	170	F	2912	0.00017	4811	0.00023	5290	0.00046	3125	0.00035	3902	0.00037	4264	0.00044	5810	0.00034	5512	0.00037	3886	0.00016	0	0.00000	7325	0.00038	7464	0.00029	5178	0.00035	9111	0.00026	3545	0.00031	7356	0.00013	2879	0.00039	5383	0.00039	4692	0.00038	4414	0.00039
Thermospiraceae	3024225	F	202	0.00001	369	0.00002	388	0.00003	204	0.00002	270	0.00003	329	0.00003	425	0.00003	483	0.00003	257	0.00001	0	0.00000	492	0.00003	179	0.00001	467	0.00003	224	0.00001	302	0.00003	590	0.00001	221	0.00003	495	0.00004	331	0.00003	305	0.00003
Pirellulaceae	2691357	F	4440	0.00026	8576	0.00041	8900	0.00077	5520	0.00061	6902	0.00066	7486	0.00078	7720	0.00046	11341	0.00077	5650	0.00023	0	0.00000	11243	0.00059	8778	0.00034	12732	0.00087	12126	0.00035	8828	0.00078	30936	0.00055	4550	0.00061	11020	0.00080	5832	0.00047	9495	0.00084
Lacipirellulaceae	2691359	F	1600	0.00009	2980	0.00014	3020	0.00026	1824	0.00020	2478	0.00024	2740	0.00029	2602	0.00015	5237	0.00035	1898	0.00008	0	0.00000	4612	0.00024	3397	0.00013	4369	0.00030	4734	0.00014	3075	0.00027	30014	0.00054	1834	0.00025	4305	0.00031	1867	0.00015	3352	0.00030
Thermoguttaceae	2691358	F	139	0.00001	315	0.00002	345	0.00003	197	0.00002	262	0.00003	261	0.00003	326	0.00002	391	0.00003	168	0.00001	0	0.00000	527	0.00003	466	0.00002	445	0.00003	682	0.00002	297	0.00003	660	0.00001	232	0.00003	410	0.00003	219	0.00002	361	0.00003
Planctomycetaceae	126	F	5267	0.00031	10811	0.00052	11263	0.00097	7341	0.00082	9256	0.00088	9602	0.00100	9003	0.00053	14840	0.00100	6652	0.00027	0	0.00000	12222	0.00064	12334	0.00047	12246	0.00083	16062	0.00046	8506	0.00075	49542	0.00089	4905	0.00066	12690	0.00092	7115	0.00058	9075	0.00081
Isosphaeraceae	1763524	F	2592	0.00015	5157	0.00025	5047	0.00043	3452	0.00038	4093	0.00039	4528	0.00047	3786	0.00022	7513	0.00051	3149	0.00013	0	0.00000	6171	0.00032	6919	0.00027	6637	0.00045	9959	0.00029	4751	0.00042	68489	0.00122	2365	0.00032	6747	0.00049	4183	0.00034	4925	0.00044
Gemmataceae	1914233	F	2479	0.00015	5273	0.00025	5201	0.00045	3502	0.00039	4177	0.00040	4458	0.00046	3787	0.00022	6801	0.00046	2951	0.00012	0	0.00000	6735	0.00035	6118	0.00024	5848	0.00040	8194	0.00024	4153	0.00037	33327	0.00060	2597	0.00035	6564	0.00048	3694	0.00030	4420	0.00039
Kolteriaceae	3444226	F	205	0.00001	480	0.00002	494	0.00004	316	0.00004	340	0.00003	393	0.00004	363	0.00002	551	0.00004	228	0.00001	0	0.00000	491	0.00003	583	0.00002	535	0.00004	715	0.00002	361	0.00003	1607	0.00003	188	0.00003	642	0.00005	300	0.00002	390	0.00003
Sedimentisphaeraceae	2483367	F	830	0.00005	1984	0.00010	2066	0.00018	1246	0.00014	1577	0.00015	1565	0.00016	1730	0.00010	2190	0.00015	970	0.00004	0	0.00000	2544	0.00013	1531	0.00006	2458	0.00017	2165	0.00006	1686	0.00015	2642	0.00005	1047	0.00014	2228	0.00016	1655	0.00013	1911	0.00017
Anaerohalosphaeraceae	2690158	F	299	0.00002	939	0.00005	992	0.00009	620	0.00007	795	0.00008	705	0.00007	812	0.00005	834	0.00006	439	0.00002	0	0.00000	854	0.00004	949	0.00004	888	0.00006	1268	0.00004	704	0.00006	1260	0.00002	339	0.00005	1054	0.00008	936	0.00008	685	0.00006
Phycisphaeraceae	666507	F	841	0.00005	1538	0.00007	1518	0.00013	1087	0.00012	1206	0.00012	1265	0.00013	1358	0.00008	1698	0.00011	954	0.00004	56	0.00000	2529	0.00013	1831	0.00007	1886	0.00013	2405	0.00007	1474	0.00013	4394	0.00008	983	0.00013	1821	0.00013	1403	0.00011	1568	0.00014
Tepidisphaeraceae	1771355	F	473	0.00003	1245	0.00006	1363	0.00012	850	0.00009	1017	0.00010	1140	0.00012	1054	0.00006	1672	0.00011	615	0.00002	0	0.00000	2021	0.00011	1642	0.00006	1640	0.00011	2314	0.00007	1175	0.00010	7097	0.00013	756	0.00010	1904	0.00014	1196	0.00010	1271	0.00011
Candidatus Uabimicrobiaceae	2897348	F	650	0.00004	942	0.00005	988	0.00009	604	0.00007	772	0.00007	766	0.00008	1329	0.00008	1089	0.00007	1048	0.00004	0	0.00000	1531	0.00008	1814	0.00007	989	0.00007	2142	0.00006	676	0.00006	1522	0.00003	610	0.00008	834	0.00006	882	0.00007	833	0.00007
Candidatus Brocadiaceae	1127830	F	370	0.00002	389	0.00002	425	0.00004	240	0.00003	294	0.00003	316	0.00003	535	0.00003	404	0.00003	377	0.00002	0	0.00000	604	0.00003	352	0.00001	407	0.00003	471	0.00001	302	0.00003	770	0.00001	237	0.00003	511	0.00004	215	0.00002	308	0.00003
Akkermansiaceae	1647988	F	4232	0.00025	18908	0.00091	13193	0.00114	8997	0.00100	13583	0.00130	13528	0.00141	36176	0.00213	11113	0.00075	4976	0.00020	0	0.00000	101253	0.00532	21350	0.00082	50680	0.00345	29257	0.00084	38104	0.00338	14224	0.00025	42001	0.00565	49413	0.00359	9994	0.00081	38619	0.00343
Verrucomicrobiaceae	203557	F	3517	0.00021	10652	0.00051	9222	0.00079	6207	0.00069	8439	0.00081	8006	0.00083	13976	0.00082	9742	0.00066	4409	0.00018	0	0.00000	28016	0.00147	8393	0.00032	19390	0.00132	11738	0.00034	14549	0.00129	40991	0.00073	11403	0.00154	19677	0.00143	6354	0.00052	14608	0.00130
Fontisphaeraceae	3050006	F	174	0.00001	729	0.00004	716	0.00006	440	0.00005	557	0.00005	613	0.00006	631	0.00004	754	0.00005	208	0.00001	16	0.00000	1325	0.00007	659	0.00003	955	0.00006	851	0.00002	610	0.00005	1395	0.00002	511	0.00007	1149	0.00008	314	0.00003	701	0.00006
Opitutaceae	134623	F	3769	0.00022	7891	0.00038	7815	0.00067	5337	0.00059	6281	0.00060	6818	0.00071	7448	0.00044	10409	0.00070	4489	0.00018	10	0.00000	12926	0.00068	10641	0.00041	12586	0.00086	14439	0.00042	8757	0.00078	44014	0.00079	5303	0.00071	11961	0.00087	5575	0.00045	9628	0.00086
Coraliomargaritaceae	3056371	F	836	0.00005	1132	0.00005	1130	0.00010	639	0.00007	957	0.00009	1404	0.00015	1373	0.00008	1237	0.00008	1132	0.00005	0	0.00000	2482	0.00013	853	0.00003	1553	0.00011	1091	0.00003	1023	0.00009	3294	0.00006	954	0.00013	1540	0.00011	1119	0.00009	1142	0.00010
Cerasicoccaceae	3056374	F	729	0.00004	1472	0.00007	1573	0.00014	989	0.00011	1401	0.00013	1290	0.00013	1572	0.00009	2058	0.00014	902	0.00004	0	0.00000	2503	0.00013	1488	0.00006	2299	0.00016	2123	0.00006	1665	0.00015	2585	0.00005	1012	0.00014	1973	0.00014	1618	0.00013	1855	0.00016
Methylacidiphilaceae	717964	F	896	0.00005	1180	0.00006	1259	0.00011	738	0.00008	919	0.00009	489	0.00005	1002	0.00006	1367	0.00009	1051	0.00004	0	0.00000	679	0.00004	1060	0.00004	1224	0.00008	1478	0.00004	781	0.00007	780	0.00001	282	0.00004	1449	0.00011	289	0.00002	889	0.00008
Parachlamydiaceae	92713	F	936	0.00005	991	0.00005	1007	0.00009	570	0.00006	757	0.00007	780	0.00008	1045	0.00006	1263	0.00009	1158	0.00005	0	0.00000	1077	0.00006	1076	0.00004	845	0.00006	1132	0.00003	527	0.00005	1122	0.00002	422	0.00006	1019	0.00007	599	0.00005	661	0.00006
Candidatus Rhabdochlamydiaceae	689704	F	372	0.00002	552	0.00003	662	0.00006	359	0.00004	488	0.00005	530	0.00006	620	0.00004	1001	0.00007	464	0.00002	0	0.00000	484	0.00003	445	0.00002	808	0.00005	553	0.00002	579	0.00005	762	0.00001	206	0.00003	733	0.00005	347	0.00003	730	0.00006
Simkaniaceae	92712	F	261	0.00002	466	0.00002	462	0.00004	293	0.00003	310	0.00003	301	0.00003	615	0.00004	548	0.00004	341	0.00001	0	0.00000	652	0.00003	267	0.00001	375	0.00003	361	0.00001	239	0.00002	511	0.00001	282	0.00004	493	0.00004	348	0.00003	259	0.00002
Waddliaceae	92714	F	84	0.00000	183	0.00001	197	0.00002	104	0.00001	188	0.00002	166	0.00002	231	0.00001	245	0.00002	80	0.00000	0	0.00000	161	0.00001	175	0.00001	174	0.00001	241	0.00001	107	0.00001	229	0.00000	62	0.00001	191	0.00001	149	0.00001	138	0.00001
Candidatus Criblamydiaceae	412447	F	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chlamydiaceae	809	F	1264	0.00007	2055	0.00010	2193	0.00019	1342	0.00015	1639	0.00016	1744	0.00018	2536	0.00015	2426	0.00016	1748	0.00007	0	0.00000	3055	0.00016	2265	0.00009	2268	0.00015	2663	0.00008	1461	0.00013	3716	0.00007	1190	0.00016	2108	0.00015	1458	0.00012	3117	0.00028
Tichowtungiaceae	2907186	F	338	0.00002	1446	0.00007	1585	0.00014	992	0.00011	1295	0.00012	1374	0.00014	1131	0.00007	1906	0.00013	468	0.00002	0	0.00000	1082	0.00006	971	0.00004	1703	0.00012	1199	0.00003	1146	0.00010	2413	0.00004	417	0.00006	1838	0.00013	752	0.00006	1235	0.00011
Kiritimatiellaceae	1921783	F	447	0.00003	1568	0.00008	2132	0.00018	1066	0.00012	1790	0.00017	1744	0.00018	1132	0.00007	2843	0.00019	579	0.00002	0	0.00000	1854	0.00010	1946	0.00007	2949	0.00020	2323	0.00007	1962	0.00017	4335	0.00008	703	0.00009	2874	0.00021	1072	0.00009	2164	0.00019
Lentisphaeraceae	566277	F	591	0.00003	1265	0.00006	1200	0.00010	775	0.00009	985	0.00009	1121	0.00012	1261	0.00007	1562	0.00011	677	0.00003	0	0.00000	1057	0.00006	322	0.00001	1202	0.00008	419	0.00001	860	0.00008	602	0.00001	423	0.00006	1138	0.00008	804	0.00007	944	0.00008
Myxococcaceae	31	F	4082	0.00024	8023	0.00039	7439	0.00064	5555	0.00062	5994	0.00057	6690	0.00070	5668	0.00033	10408	0.00070	4920	0.00020	0	0.00000	9805	0.00051	12463	0.00048	8581	0.00058	17569	0.00051	6378	0.00057	47648	0.00085	3987	0.00054	10882	0.00079	7130	0.00058	6221	0.00055
Archangiaceae	39	F	2998	0.00018	5928	0.00029	5524	0.00048	4176	0.00046	4568	0.00044	4669	0.00049	4354	0.00026	5997	0.00040	3695	0.00015	0	0.00000	7565	0.00040	10563	0.00041	6207	0.00042	14531	0.00042	4549	0.00040	33633	0.00060	2969	0.00040	8290	0.00060	5189	0.00042	4507	0.00040
Anaeromyxobacteraceae	1524215	F	1349	0.00008	2732	0.00013	2675	0.00023	1865	0.00021	2054	0.00020	2505	0.00026	1939	0.00011	3252	0.00022	1683	0.00007	0	0.00000	3333	0.00018	4071	0.00016	3361	0.00023	5691	0.00016	2367	0.00021	17973	0.00032	1421	0.00019	3264	0.00024	2190	0.00018	2409	0.00021
Vulgatibacteraceae	1524213	F	200	0.00001	419	0.00002	399	0.00003	299	0.00003	307	0.00003	386	0.00004	274	0.00002	454	0.00003	261	0.00001	0	0.00000	527	0.00003	671	0.00003	486	0.00003	866	0.00003	366	0.00003	2260	0.00004	222	0.00003	523	0.00004	262	0.00002	347	0.00003
Pendulisporaceae	3375061	F	953	0.00006	1603	0.00008	1441	0.00012	1164	0.00013	1168	0.00011	1385	0.00014	1134	0.00007	1763	0.00012	1043	0.00004	0	0.00000	1823	0.00010	2237	0.00009	1822	0.00012	2933	0.00008	1316	0.00012	10638	0.00019	679	0.00009	2189	0.00016	1227	0.00010	1340	0.00012
Polyangiaceae	49	F	2776	0.00016	5090	0.00025	5048	0.00043	3701	0.00041	3636	0.00035	4507	0.00047	3472	0.00020	6149	0.00042	3504	0.00014	0	0.00000	5625	0.00030	7477	0.00029	5346	0.00036	10106	0.00029	3827	0.00034	47349	0.00085	2155	0.00029	5968	0.00043	3683	0.00030	3848	0.00034
Sandaracinaceae	1055686	F	590	0.00003	923	0.00004	920	0.00008	707	0.00008	721	0.00007	888	0.00009	562	0.00003	1124	0.00008	723	0.00003	0	0.00000	1037	0.00005	1401	0.00005	1129	0.00008	1916	0.00006	733	0.00006	40675	0.00073	381	0.00005	1142	0.00008	892	0.00007	743	0.00007
Labilitrichaceae	1524216	F	279	0.00002	574	0.00003	524	0.00005	399	0.00004	439	0.00004	533	0.00006	397	0.00002	835	0.00006	410	0.00002	0	0.00000	605	0.00003	776	0.00003	572	0.00004	1008	0.00003	454	0.00004	8455	0.00015	202	0.00003	589	0.00004	391	0.00003	426	0.00004
